,kommunenummer,navn,Y,expected,SMR,kommunenavn,prosent,re_u,re_v,RR,LL,UL
253,4625,Austevoll,8,6.154501477,1.299861578,Austevoll,34,253,253,0.987243722,0.877771248,1.113579875
254,4626,Ã˜ygarden,40,40.82199865,0.979863831,Øygarden,26,254,254,0.985204114,0.880246594,1.093005688
255,4627,AskÃ¸y,33,31.61498959,1.043808662,Askøy,26,255,255,0.990138153,0.886880275,1.106485264
256,4628,Vaksdal,7,5.537281064,1.264158333,Vaksdal,25,256,256,1.061620619,0.990501735,1.163487482
257,4629,Modalen,0,0.473475119,0,Modalen,0,257,257,0.954790958,0.878269881,1.055020666
258,4630,OsterÃ¸y,12,9.918642165,1.209843021,Osterøy,31,258,258,1.040314285,0.940787495,1.19562175
259,4631,Alver,34,33.69297042,1.009112571,Alver,29,259,259,1.006420678,0.919211512,1.118406541
260,4632,Austrheim,0,3.766492936,0,Austrheim,31,260,260,1.116112393,0.956179939,1.299485486
261,4633,Fedje,0,0.848801937,0,Fedje,0,261,261,0.932526485,0.813277478,1.051952876
262,4634,Masfjorden,2,2.440520495,0.819497318,Masfjorden,39,262,262,1.072426453,0.98355341,1.19409317
263,4635,Gulen,0,3.071148663,0,Gulen,35,263,263,1.023142386,0.933761623,1.146063458
264,4636,Solund,0,1.116339738,0,Solund,47,264,264,0.962055521,0.86718612,1.103874614
265,4637,Hyllestad,0,1.958851216,0,Hyllestad,30,265,265,0.958497892,0.868762334,1.086076988
266,4638,HÃ¸yanger,8,5.731574924,1.395776921,Høyanger,26,266,266,1.018917468,0.955298127,1.116609388
267,4639,Vik,5,3.826373136,1.306720443,Vik,23,267,267,0.955146786,0.882032842,1.05088776
268,4640,Sogndal,17,14.12484764,1.203552805,Sogndal,19,268,268,0.976668656,0.901538959,1.090612696
269,4641,Aurland,0,2.293667576,0,Aurland,23,269,269,1.023507702,0.958769703,1.106842271
270,4642,LÃ¦rdal,3,2.788896739,1.075694183,Lærdal,19,270,270,0.999054014,0.939800337,1.073278244
271,4643,Ã…rdal,10,7.335485645,1.363236258,Årdal,10,271,271,1.049972225,0.977207208,1.153821787
272,4644,Luster,7,6.871533657,1.01869544,Luster,23,272,272,0.988699716,0.925894471,1.08034053
273,4645,Askvoll,6,4.459340523,1.345490431,Askvoll,24,273,273,1.065735817,0.979210108,1.207012473
274,4646,Fjaler,6,3.752595311,1.598893433,Fjaler,29,274,274,1.053297124,0.97672896,1.177053139
275,4647,Sunnfjord,27,25.25789978,1.068972489,Sunnfjord,22,275,275,1.011991589,0.94779806,1.115136222
276,4648,Bremanger,9,5.446175604,1.652535771,Bremanger,25,276,276,1.024017167,0.938925074,1.18355435
277,4649,Stad,12,12.39669411,0.968000008,Stad,19,277,277,1.02217769,0.948477652,1.151329488
278,4650,Gloppen,11,7.76770237,1.41612017,Gloppen,19,278,278,1.018649687,0.945053696,1.149174977
279,4651,Stryn,10,8.993421013,1.111923926,Stryn,21,279,279,1.011677001,0.945701618,1.119360966
280,5001,Trondheim,222,224.84885,0.987329933,Trondheim,20,280,280,0.979328536,0.914938999,1.057881141
281,5006,Steinkjer,39,32.09164639,1.215269529,Steinkjer,19,281,281,1.006615424,0.933448381,1.112908807
282,5007,Namsos,23,19.21350316,1.197074776,Namsos,21,282,282,0.998183744,0.919140141,1.106700824
283,5014,FrÃ¸ya,8,6.090455985,1.31353055,Frøya,32,283,283,1.053906966,0.93509045,1.190856627
284,5020,Osen,0,1.447198583,0,Osen,0,284,284,0.954416044,0.857079332,1.082532458
285,5021,Oppdal,8,9.05829948,0.883167974,Oppdal,25,285,285,1.030999803,0.971272466,1.113099419
286,5022,Rennebu,6,3.467949532,1.730128984,Rennebu,30,286,286,0.951960264,0.87877735,1.044117926
287,5025,RÃ¸ros,8,7.60024848,1.052597165,Røros,25,287,287,0.947064714,0.868334845,1.040018705
288,5026,HoltÃ¥len,3,2.9220942,1.026660947,Holtålen,0,288,288,1.026235486,0.956272392,1.113807294
289,5027,Midtre Gauldal,9,8.070678554,1.11514787,Midtre Gauldal,30,289,289,0.994441547,0.933560427,1.072263715
290,5028,Melhus,16,19.98788562,0.800484869,Melhus,22,290,290,1.002499383,0.935853746,1.084724661
291,5029,Skaun,8,9.15251491,0.874076697,Skaun,28,291,291,0.995568612,0.910942424,1.102492424
292,5031,Malvik,15,15.27155641,0.982218157,Malvik,20,292,292,0.981986691,0.907279446,1.075343762
293,5032,Selbu,5,5.574193715,0.896990714,Selbu,31,293,293,1.00999669,0.947712671,1.088006332
294,5033,Tydal,0,1.275700146,0,Tydal,0,294,294,0.946985472,0.86795628,1.039729804
295,5034,MerÃ¥ker,0,3.28205986,0,Meråker,30,295,295,1.062701228,0.980058882,1.164786886
296,5035,StjÃ¸rdal,30,28.87827441,1.038843235,Stjørdal,23,296,296,0.985915828,0.916751407,1.074494041
297,5036,Frosta,4,3.493872615,1.14486143,Frosta,20,297,297,0.987963075,0.873337037,1.136454114
298,5037,Levanger,24,24.42015338,0.98279481,Levanger,21,298,298,1.00473792,0.92739444,1.105135588
299,5038,Verdal,19,18.22655554,1.042435031,Verdal,25,299,299,1.024026382,0.953719729,1.120029102
300,5041,SnÃ¥sa,3,2.976405153,1.007927297,Snåase Snåsa,18,300,300,0.951774218,0.866168121,1.058880069
301,5042,Lierne,0,1.910300646,0,Lierne,0,301,301,0.947747546,0.853602218,1.05910829
302,5043,RÃ¸yrvik,0,0.709744696,0,Raarvihke Røyrvik,0,302,302,0.947609201,0.854086146,1.057637065
303,5044,Namsskogan,0,1.331213382,0,Namsskogan,35,303,303,0.947271132,0.85535426,1.054831209
304,5045,Grong,0,3.376666956,0,Grong,19,304,304,1.025270159,0.939032901,1.131683776
305,5046,HÃ¸ylandet,0,1.774190587,0,Høylandet,0,305,305,0.948850407,0.859261676,1.056371632
306,5047,Overhalla,6,4.752071995,1.262607134,Overhalla,31,306,306,0.977246508,0.894773504,1.085109392
307,5049,Flatanger,0,1.53959961,0,Flatanger,29,307,307,0.953152122,0.848382551,1.0884083
308,5052,Leka,0,0.858987237,0,Leka,0,308,308,0.947200659,0.838484318,1.074207543
309,5053,InderÃ¸y,12,8.513448442,1.409534583,Inderøy,26,309,309,1.020457462,0.939138702,1.143014282
310,5054,Indre Fosen,15,13.32651762,1.12557537,Indre Fosen,31,310,310,1.017195071,0.934748203,1.142051717
311,5055,Heim,9,8.227364456,1.093910456,Heim,31,311,311,1.012647451,0.939696151,1.120481293
312,5056,Hitra,9,6.443348028,1.396789365,Hitra,32,312,312,1.005076802,0.904079859,1.153399478
313,5057,Ã˜rland,16,13.50813428,1.184471495,Ørland,21,313,313,1.025689122,0.931237026,1.17109073
314,5058,Ã…fjord,10,6.109038138,1.636918902,Åfjord,33,314,314,1.02329181,0.941556208,1.146015828
315,5059,Orkland,25,23.21960706,1.076676273,Orkland,30,315,315,0.997837248,0.934318252,1.084642244
316,5060,NÃ¦rÃ¸ysund,12,12.06560488,0.994562653,Nærøysund,33,316,316,1.102546709,0.988990821,1.241414258
317,5061,Rindal,0,2.813366274,0,Rindal,20,317,317,0.951589582,0.876170911,1.047323526
318,5401,TromsÃ¸,80,81.67605843,0.979479195,Tromsø,23,318,318,0.971376388,0.858095847,1.074685517
319,5402,Harstad,36,30.48309976,1.180982258,Harstad Hárstták,24,319,319,1.010851581,0.904428329,1.166699717
320,5403,Alta,17,22.29094655,0.762641459,Alta,34,320,320,0.916046795,0.699277259,1.066650247
321,5404,VardÃ¸,0,2.521099763,0,Vardø,35,321,321,0.969944519,0.711264917,1.155313811
322,5405,VadsÃ¸,9,7.18298406,1.252961154,Vadsø,27,322,322,0.898260462,0.673486982,1.049374179
323,5406,Hammerfest,11,13.24360641,0.830589468,Hammerfest,27,323,323,0.896231738,0.676933251,1.045492932
324,5411,KvÃ¦fjord,0,3.660504598,0,Kvæfjord,29,324,324,1.049250065,0.94189327,1.199313056
325,5412,Tjeldsund,9,6.108031216,1.473469876,Tjeldsund,26,325,325,1.120538009,0.998910259,1.280749363
326,5413,Ibestad,2,2.236175251,0.894384284,Ibestad,0,326,326,1.155551039,0.989196453,1.337152628
327,5414,Gratangen,0,1.65956809,0,Gratangen,0,327,327,1.112400521,0.988118233,1.272150137
328,5415,Lavangen,0,1.540442337,0,Loabák Lavangen,50,328,328,1.117888189,0.991332659,1.273670518
329,5416,Bardu,8,5.040122437,1.587263028,Bardu,22,329,329,0.992750709,0.894786541,1.112167046
330,5417,Salangen,5,2.877354806,1.737707143,Salangen,20,330,330,1.161273642,1.007867944,1.343477086
331,5418,MÃ¥lselv,10,8.525728067,1.172920356,Målselv,25,331,331,1.00479335,0.901097495,1.114408647
332,5419,SÃ¸rreisa,2,4.375355824,0.45710568,Sørreisa,25,332,332,1.060747479,0.947842164,1.191227315
333,5420,DyrÃ¸y,0,1.56221709,0,Dyrøy,0,333,333,0.934308994,0.812144408,1.074612126
334,5421,Senja,24,18.9425864,1.266986434,Senja,35,334,334,1.057535367,0.937749621,1.200437962
335,5422,Balsfjord,11,7.752604131,1.418878072,Balsfjord,35,335,335,1.063745984,0.935812902,1.191144249
336,5423,KarlsÃ¸y,4,3.257185628,1.228054049,Karlsøy,34,336,336,1.028275461,0.876815514,1.180423505
337,5424,Lyngen,7,4.145743095,1.688478963,Lyngen,31,337,337,1.150099854,0.973017663,1.335340371
338,5425,Storfjord,0,2.273435652,0,Storfjord Omasvuotna Omasvuono,42,338,338,0.966709579,0.849857644,1.064637747
339,5426,KÃ¥fjord,2,3.066764124,0.652153188,Gáivuotna Kåfjord Kaivuono,51,339,339,0.984831056,0.816446143,1.102364868
340,5427,SkjervÃ¸y,0,3.895450889,0,Skjervøy,64,340,340,0.977145161,0.73480134,1.141695027
341,5428,Nordreisa,7,6.061404786,1.154847803,Nordreisa Ráisa Raisi,30,341,341,0.989727575,0.77640766,1.147837653
342,5429,KvÃ¦nangen,0,1.825359238,0,Kvænangen,36,342,342,0.836353186,0.633310505,0.985084912
343,5430,Kautokeino,0,3.285462471,0,Guovdageaidnu Kautokeino,33,343,343,0.911276653,0.697814188,1.056237982
344,5432,Loppa,0,1.433050715,0,Loppa,0,344,344,0.941224122,0.710507871,1.101812036
345,5433,Hasvik,0,1.298147366,0,Hasvik,0,345,345,1.039938062,0.771094249,1.26298277
346,5434,MÃ¥sÃ¸y,0,1.803228143,0,Måsøy,0,346,346,0.937730759,0.700522742,1.103155923
347,5435,Nordkapp,4,3.910764285,1.022817973,Nordkapp,27,347,347,0.933644611,0.697872794,1.097041647
348,5436,Porsanger,0,4.857781107,0,Porsanger Porsá?gu Porsanki,22,348,348,0.979059869,0.736051378,1.16528232
349,5437,Karasjok,0,3.146765129,0,Kárášjohka Karasjok,46,349,349,0.999203707,0.750418747,1.194955866
350,5438,Lebesby,0,1.709080301,0,Lebesby,40,350,350,0.827901673,0.612528941,0.985014683
351,5439,Gamvik,0,1.415727796,0,Gamvik,0,351,351,0.983930757,0.724867948,1.176489755
352,5440,BerlevÃ¥g,0,1.31071227,0,Berlevåg,0,352,352,0.828688742,0.609625044,0.986115347
353,5441,Tana,2,3.702857188,0.54012345,Deatnu Tana,44,353,353,0.956591717,0.720316618,1.129617752
354,5442,Nesseby,0,1.340092183,0,Unjárga Nesseby,41,354,354,0.832744775,0.618737741,0.98720126
355,5443,BÃ¥tsfjord,0,2.475204665,0,Båtsfjord,54,355,355,0.927800117,0.690270371,1.090254244
356,5444,SÃ¸r-Varanger,15,11.95976123,1.254205641,Sør-Varanger,23,356,356,0.908150871,0.679614661,1.055978008
