,kommunenummer,RR,LL,UL
293,5032,0.012227608,5.27E-05,0.071401734
294,5033,0.000256599,2.36E-10,0.000960754
295,5034,0.000116306,1.80E-10,0.00054548
296,5035,1.383703432,1.229701936,1.545723545
297,5036,0.000123793,2.05E-10,0.000602968
298,5037,2.995102329,2.749908647,3.249561734
299,5038,3.875731182,3.556386338,4.207234399
300,5041,0.000114534,1.82E-10,0.000542966
301,5042,0.000141363,1.08E-10,0.000480702
302,5043,0.000247566,1.15E-10,0.000631001
303,5044,0.000159195,9.86E-11,0.000487351
304,5045,0.000108911,1.84E-10,0.000538187
305,5046,0.00014316,1.33E-10,0.000540962
306,5047,0.015570374,4.32E-05,0.096036144
307,5049,0.000159522,1.28E-10,0.000565392
308,5052,0.000221365,7.50E-11,0.000535082
309,5053,0.009103505,4.57E-05,0.052101125
310,5054,2.561684468,2.276445337,2.861785351
311,5055,0.010400918,4.52E-05,0.060658005
312,5056,0.010786422,4.03E-05,0.064170187
313,5057,0.005850451,3.72E-05,0.032401026
314,5058,0.01043063,3.96E-05,0.0619237
315,5059,1.245069277,1.088639499,1.410883507
316,5060,2.257593626,1.966478881,2.566713666
317,5061,0.000155434,2.91E-10,0.00080606
318,5401,0.615696743,0.548811242,0.685987199
319,5402,1.610425369,1.452261572,1.775938798
320,5403,3.808316754,3.492588981,4.136151071
321,5404,0.000168068,1.46E-10,0.000668648
322,5405,0.010523164,3.82E-05,0.062826351
323,5406,0.006262344,2.79E-05,0.036396881
324,5411,0.000102116,1.52E-10,0.000481678
325,5412,0.010263729,4.23E-05,0.060299477
326,5413,0.000125509,1.14E-10,0.000492682
327,5414,0.000156558,1.08E-10,0.000523594
328,5415,0.000172309,8.16E-11,0.000505919
329,5416,0.015541706,4.41E-05,0.095572919
330,5417,0.000124961,2.14E-10,0.000613961
331,5418,0.008982289,4.67E-05,0.051154237
332,5419,0.000134587,2.83E-10,0.000739409
333,5420,0.000174837,1.58E-10,0.000644074
334,5421,1.969874306,1.750887738,2.200248819
335,5422,0.008361572,3.45E-05,0.049109117
336,5423,9.42E-05,1.31E-10,0.000432918
337,5424,8.54E-05,1.40E-10,0.000427435
338,5425,0.000149252,1.47E-10,0.000573388
339,5426,0.000112454,3.04E-11,0.000329382
340,5427,8.65E-05,8.64E-11,0.000368433
341,5428,0.011399275,3.43E-05,0.069632458
342,5429,0.000125957,6.09E-11,0.00037869
343,5430,0.000137449,3.60E-11,0.000357494
344,5432,0.00016752,1.07E-10,0.000558664
