;kommunenummer;new_cases;Expected;RelativeRisk;PhyRate;PctPoverty;PctAct;PctOld;PctPrimary;PctUrban;PctImmigrants;SpecRate;PctSmoke;PctCramped;ColonRate;GPRate;PhyRate2;PhyRate3
302;5043;3;2,226628816;1,347328292;0,168336673;0,057;0;0,220440882;0,39;0,46492986;0;0,033307116;0;0,09;0,016898345;0,002004008;0,000337084;33,70840623
303;5044;6;4,140904893;1,448958659;0,090517241;0,063;0,34;0,240301724;0,45;0;0;0,033307116;0;0,07;0,016898345;0,001077586;0,000337084;33,70840623
304;5045;9;10,51736297;0,855727812;0,036204214;0,076;0,19;0,206618583;0,28;0,449299958;0,014;0,033307116;0,051;0,09;0,016898345;0,000989959;0,000342435;34,2434603
305;5046;11;5,666971136;1,941072177;0,066666667;0,045;0;0,203149606;0,3;0,297637795;0;0,033307116;0;0;0,016898345;0,001312336;0,000339759;33,97593327
306;5047;20;16,22449374;1,232704103;0,023652365;0,06;0,31;0,172442244;0,26;0,342409241;0,006;0,033307116;0,088;0,08;0,016898345;0,000825083;0,00034511;34,51098734
307;5049;3;4,948559834;0,606236986;0,075743913;0,065;0;0,221821461;0,37;0,385933273;0;0,033307116;0;0,09;0,016898345;0,000901713;0,000337084;33,70840623
308;5052;2;2,628225196;0,760969799;0,142614601;0,078;0;0,269949066;0,4;0;0;0,033307116;0;0;0,016898345;0,001697793;0,000337084;33,70840623
309;5053;37;29,97247647;1,234465895;0,013299588;0,05;0,26;0,164805717;0,25;0,427274081;0,011;0,033307116;0,076;0,07;0,016898345;0,000942881;0,000358486;35,8486225
310;5054;47;44,9118618;1,046494136;0,009173704;0,055;0,31;0,184103328;0,36;0,340188773;0,011;0,033307116;0,104;0,09;0,016898345;0,000927306;0,000370525;37,05249415
311;5055;27;26,60799125;1,014732745;0;0,069;0,3;0;0,34;0;0,014;0,033307116;0,077;0,06;0,016898345;0;0,000361161;36,11614954
312;5056;28;22,53401908;1,242565736;0;0,072;0,32;0;0,4;0;0,013;0,033307116;0,116;0,09;0,016898345;0;0,000349123;34,91227789
313;5057;56;43,29655191;1,293405538;0,009790786;0,066;0,21;0,190559621;0,34;0,46490776;0,01;0,033307116;0,086;0,05;0,016898345;0,001236731;0,000381226;38,12260229
314;5058;26;18,84379457;1,379764564;0,005919962;0,059;0,34;0,228747336;0,41;0,270423869;0;0,009663491;0,076;0,06;0,006439399;0,000710395;0,000109812;10,98123965
315;5059;75;81,28756943;0,922650296;0;0,057;0,3;0;0,32;0;0,018;0,033307116;0,09;0,07;0,016898345;0;0,000401291;40,12905504
316;5060;53;40,75757036;1,30037192;0,010072257;0,055;0,33;0,176811912;0,41;0,467812568;0,012;0,033307116;0,144;0,09;0,016898345;0,00098533;0,000369187;36,91873064
317;5061;15;9,196557095;1,631045167;0,020863658;0,042;0,21;0,226589034;0,34;0,331392528;0;0,016137622;0;0,06;0,012393693;0,001455604;0,000173479;17,34794326
318;5401;244;304,4948373;0,801327215;0,00224212;0,081;0,23;0,108984598;0,27;0,857075866;0,033;0,037338402;0,094;0,14;0,009586756;0,001113733;0,000741919;74,19189029
319;5402;134;106,6416875;1,256544257;0,004477175;0,07;0,24;0,160299594;0,26;0,839365664;0,034;0,037338402;0,088;0,09;0,009586756;0,001255283;0,000518858;51,88583177
320;5403;49;85,09827286;0,575804871;0,001625505;0,061;0,34;0,112317131;0,31;0,790257459;0,023;0,012029171;0,13;0,14;0,009367717;0,00120602;0,00046613;46,61303661
321;5404;8;9,419666195;0,849286995;0,004737091;0,082;0,35;0,198484131;0,39;0,987209853;0,008;0,012029171;0,223;0;0,009367717;0,000947418;0,000150365;15,03646342
322;5405;26;27,19699927;0,955987818;0,002461034;0,097;0,27;0,139458573;0,29;0,915504512;0,075;0,012029171;0,065;0,11;0,009367717;0,001148482;0,000225547;22,55469514
323;5406;32;48,68240558;0,657321667;0,002199817;0,081;0,27;0,142988084;0,34;0,809715857;0,048;0,012029171;0,104;0,11;0,009367717;0,001466544;0,000360875;36,08751222
324;5411;10;13,60965509;0,734772478;0,026229508;0,061;0,29;0,170819672;0,31;0,519344262;0,045;0,037338402;0,139;0,11;0,009586756;0,000983607;0,000387931;38,79314525
325;5412;31;18,83487021;1,645883389;0,019663587;0,063;0,26;0,219853115;0,35;0,35655058;0,013;0,037338402;0,138;0,08;0,009586756;0,001421464;0,000402479;40,2478882
326;5413;11;6,331836253;1,737252759;0,054263566;0,078;0,25;0,294573643;0,4;0,310782241;0,02;0,037338402;0,247;0,11;0,009586756;0;0,000373384;37,3384023
327;5414;6;4,975332926;1,205949449;0,070852018;0,077;0;0,250224215;0,43;0;0,012;0,037338402;0,15;0;0,009586756;0,001793722;0,000383082;38,30823094
328;5415;7;4,475568543;1,5640471;0,0777667;0,035;0,49;0,2333001;0,41;0,268195414;0;0,037338402;0,217;0,11;0,009586756;0,000997009;0,000378233;37,82331662
329;5416;22;17,58992143;1,250716218;0,021055302;0,06;0,23;0,166666667;0,3;0,615677321;0,02;0,037338402;0,087;0,1;0,009586756;0,00152207;0,000402479;40,2478882
330;5417;14;9,723094571;1,439870804;0,038549793;0,063;0,2;0,184947223;0,28;0,330885727;0,024;0,037338402;0,099;0,09;0,009586756;0,003212483;0,000407328;40,73280251
331;5418;37;29,28530044;1,263432488;0,013408502;0,061;0,26;0,169129971;0,33;0,52430291;0,009;0,037338402;0,096;0,08;0,009586756;0,001676063;0,000426725;42,67245978
332;5419;14;15,04201551;0,930726337;0,024325126;0,06;0,25;0,167309404;0,33;0,438148917;0,007;0,037338402;0,091;0,06;0,009586756;0,001483239;0,00039763;39,76297388
333;5420;6;5,376929306;1,115878536;0,063900415;0,056;0;0,239004149;0,38;0;0;0,037338402;0,094;0,07;0,009586756;0;0,000373384;37,3384023
334;5421;67;65,37096625;1,024919836;0,00662116;0,066;0,35;0,180887372;0,4;0,470102389;0,029;0,037338402;0,118;0,09;0,009586756;0,001365188;0,000470367;47,03668862
335;5422;29;24,61785808;1,178006629;0,015225666;0,062;0,35;0,213521842;0,46;0,245604495;0,006;0,037338402;0,151;0,09;0,009586756;0,001268806;0,000407328;40,73280251
336;5423;13;10,51736297;1,236051284;0,033941451;0,082;0,33;0,217225286;0,56;0,12982605;0,01;0,037338402;0,126;0,09;0,009586756;0,001272804;0,000387931;38,79314525
337;5424;11;13,77029364;0,798821019;0,025923526;0,076;0,31;0,212248866;0,46;0,339598185;0,011;0,037338402;0,195;0,07;0,009586756;0,000972132;0,000387931;38,79314525
338;5425;11;8,451372702;1,301563709;0,042238648;0,076;0,43;0,158922914;0,4;0,264519535;0,012;0,037338402;0,068;0,13;0,009586756;0,001583949;0,000387931;38,79314525
339;5426;13;9,749867663;1,333351431;0,036613272;0,061;0,52;0,218306636;0,51;0,133638444;0,007;0,037338402;0,183;0,09;0,009586756;0,001372998;0,000387931;38,79314525
340;5427;10;12,87339506;0,776795861;0,027729636;0,058;0,65;0,180589255;0,46;0,803812825;0,008;0,037338402;0,189;0,11;0,009586756;0,001039861;0,000387931;38,79314525
341;5428;19;21,44078449;0,886161605;0,017065557;0,067;0,3;0,174193548;0,39;0,534235172;0,011;0,037338402;0,153;0,1;0,009586756;0,001040583;0,00039763;39,76297388
342;5429;8;5,774063504;1,385506064;0,008500773;0,066;0,36;0,232612056;0,45;0;0;0,012029171;0,073;0,11;0,009367717;0,002318393;0,000165401;16,54010977
343;5430;12;13,09650416;0,91627505;0,004088586;0,082;0,33;0,122316865;0,48;0,456218058;0;0,012029171;0,092;0,18;0,009367717;0,001362862;0,000180438;18,04375611
344;5432;4;4,810232192;0,83156069;0,008348794;0,067;0;0,241187384;0,56;0,457328386;0;0,012029171;0,129;0,05;0,009367717;0,000927644;0,000135328;13,53281708
345;5433;3;4,337240901;0,691683969;0,010288066;0,055;0;0,202674897;0,45;0,677983539;0;0,012029171;0,183;0,1;0,009367717;0,002057613;0,000150365;15,03646342
346;5434;5;5,479559492;0,912482109;0,008143322;0,083;0;0,223941368;0,52;0,82980456;0,015;0,012029171;0,07;0,08;0,009367717;0,001628664;0,000150365;15,03646342
347;5435;14;14,38607476;0,973163301;0,004342432;0,097;0,27;0,164081886;0,44;0,878722084;0,03;0,012029171;0,148;0,1;0,009367717;0,001861042;0,00021051;21,05104879
348;5436;9;17,75948435;0,506771471;0,003517588;0,082;0,22;0,161809045;0,34;0,554271357;0,012;0,012029171;0,169;0,1;0,009367717;0,001507538;0,00021051;21,05104879
349;5437;5;12,35131977;0,40481504;0,00433526;0,079;0,45;0,141257225;0,35;0,68533237;0;0,012029171;0,183;0,15;0,009367717;0,001445087;0,000180438;18,04375611
350;5438;4;5,961475148;0,670974868;0,00748503;0,077;0,41;0,189371257;0,45;0,694610778;0;0,012029171;0;0;0,009367717;0,001497006;0,000150365;15,03646342
351;5439;3;4,422022359;0,678422621;0,009081736;0,091;0;0,194752775;0,5;0,696266398;0;0,012029171;0,234;0;0,009367717;0,001009082;0,000135328;13,53281708
352;5440;8;4,600509639;1,738937776;0,010669253;0,071;0;0,205625606;0,5;0,951503395;0;0,012029171;0,162;0,09;0,009367717;0,002909796;0,000165401;16,54010977
353;5441;10;12,92694124;0,773578205;0,004142216;0,074;0,44;0,186399724;0,43;0,194684156;0;0,012029171;0,114;0,11;0,009367717;0,001380739;0,000180438;18,04375611
354;5442;5;3,984728523;1,254790627;0,010078387;0,071;0,42;0,221724524;0,43;0;0;0,012029171;0;0,11;0,009367717;0,001119821;0,000135328;13,53281708
355;5443;10;9,241178915;1,082113017;0,005311444;0,08;0,54;0,145340415;0,51;0,987445678;0,026;0,012029171;0,156;0,11;0,009367717;0,001448576;0,000165401;16,54010977
356;5444;38;43,8454003;0,866681562;0,009566456;0,066;0,23;0,148585386;0,32;0,774272339;0,022;0,033307116;0,122;0,1;0,016898345;0,001119479;0,000377213;37,72131174
