"","kommunenummer","navn","Y","expected","SMR","kommunenavn","air_quality","re_u","re_v","RR","LL","UL"
"201",3815,"Drangedal",0,1.98159932148053,0,"Drangedal",2.8,201,201,0.223571109298686,0.0171414443795646,0.8498743064818
"202",3816,"Nome",0,3.18269737240525,0,"Nome",3.4,202,202,0.225323723376213,0.0223115413271285,0.769545622261983
"203",3817,"Midt-Telemark",0,4.87216829106037,0,"Midt-Telemark",3.35,203,203,0.177269879205671,0.0197421654783566,0.576983426373049
"204",3818,"Tinn",0,2.80065379795711,0,"Tinn",2.425,204,204,0.167239915747579,0.0132061679390458,0.625248351103703
"205",3819,"Hjartdal",0,0.809830164103206,0,"Hjartdal",2.1,205,205,0.210259124183436,0.0113212030098275,0.937200346045538
"206",3820,"Seljord",0,1.42958619788476,0,"Seljord",2.525,206,206,0.222437159617103,0.0147573583229359,0.901465965827951
"207",3821,"Kviteseid",0,1.17977168817894,0,"Kviteseid",2.35,207,207,0.217513019948901,0.013316180866784,0.913879269961098
"208",3822,"Nissedal",0,0.689488208621349,0,"Nissedal",2.375,208,208,0.252415452842714,0.0138197026837136,1.12246177268225
"209",3823,"Fyresdal",0,0.64308048875622,0,"Fyresdal",2.225,209,209,0.236557738339762,0.0125365252556791,1.0684199447404
"210",3824,"Tokke",0,1.10836447823441,0,"Tokke",2.325,210,210,0.218816724384185,0.013157508017219,0.927447558997545
"211",3825,"Vinje",0,1.77539673926616,0,"Vinje",2.075,211,211,0.169631592896158,0.0109996970608858,0.691578136532406
"212",4201,"RisÃ¸r",6,3.34328841093071,1.79464026507055,"Risør",3.55,212,212,1.61852916279273,0.616885054137768,3.13951173447015
"213",4202,"Grimstad",13,10.3481816080316,1.25625935960674,"Grimstad",3.95,213,213,1.23730500771465,0.669786117954128,1.97488435403376
"214",4203,"Arendal",32,20.4764375798509,1.56277183837331,"Arendal",4.1,214,214,1.54883041782354,1.06096081117665,2.12174762171981
"215",4204,"Kristiansand",68,48.5298555415661,1.40119930795503,"Kristiansand",4.475,215,215,1.40057028104661,1.08783350926069,1.74885908260597
"216",4205,"Lindesnes",17,10.4614052930383,1.62502068544395,"Lindesnes",3.8,216,216,1.58282877274227,0.927100470612244,2.40649555070813
"217",4206,"Farsund",8,4.64198031959969,1.72340239492655,"Farsund",3.825,217,217,1.6258316389578,0.721574608371175,2.90946281341163
"218",4207,"Flekkefjord",8,4.42510874928557,1.80786517422687,"Flekkefjord",3.6,218,218,1.67418652601153,0.737621514100876,3.00815627003346
"219",4211,"Gjerstad",0,1.1921475718424,0,"Gjerstad",2.8,219,219,0.268913778394607,0.0178682390957314,1.09054414278654
"220",4212,"VegÃ¥rshei",0,0.924628281567265,0,"Vegårshei",2.7,220,220,0.277539767310123,0.017030314707277,1.16870394740607
"221",4213,"Tvedestrand",4,2.84495940961967,1.40599545514596,"Tvedestrand",3.3,221,221,1.22719189464914,0.369764722631074,2.67317603278221
"222",4214,"Froland",0,2.51099593934875,0,"Froland",3.2,222,222,0.238458526989487,0.0212708257784919,0.850125448250584
"223",4215,"Lillesand",7,4.9606825329618,1.41109614523561,"Lillesand",4,223,223,1.36263915345376,0.575929644411895,2.5036947205407
"224",4216,"Birkenes",0,2.29535003521634,0,"Birkenes",3.4,224,224,0.268099542357462,0.0241374256700998,0.952399992024232
"225",4217,"Ã…mli",0,0.879803234664915,0,"Åmli",2.6,225,225,0.26793379349073,0.0160045033399703,1.14131377714311
"226",4218,"Iveland",0,0.555299097896203,0,"Iveland",2.7,226,226,0.317875191118452,0.0174719399506185,1.41410727104477
"227",4219,"Evje og Hornnes",0,1.72593550868361,0,"Evje og Hornnes",2.975,227,227,0.256599034986595,0.019614733331393,0.976995834659143
"228",4220,"Bygland",0,0.559088944334275,0,"Bygland",2.425,228,228,0.271632718530985,0.0144699434326288,1.22675673728512
"229",4221,"Valle",0,0.576848146498623,0,"Valle",2.15,229,229,0.231801635008922,0.011927267849093,1.06223773797007
"230",4222,"Bykle",0,0.40081256134912,0,"Bykle",2.1,230,230,0.23832830769427,0.0115842982209642,1.12698419950144
"231",4223,"Vennesla",12,6.31903286114529,1.89902478174881,"Vennesla",3.625,231,231,1.80127558171592,0.937418513621911,2.944037201099
"232",4224,"Ã…seral",0,0.421231293304397,0,"Åseral",2.375,232,232,0.27925512783511,0.0141217234443818,1.29566139617656
"233",4225,"Lyngdal",6,4.57549506197136,1.31133351008686,"Lyngdal",3.375,233,233,1.21101284037813,0.46771086769369,2.33310130901476
"234",4226,"HÃ¦gebostad",0,0.777633396645419,0,"Hægebostad",2.625,234,234,0.281478885359846,0.0163754070270204,1.2146776065027
"235",4227,"Kvinesdal",0,2.82794622409077,0,"Kvinesdal",3.225,235,235,0.227101618916235,0.0210946273295354,0.795926923472274
"236",4228,"Sirdal",0,0.864945629893634,0,"Sirdal",2.675,236,236,0.277862139667119,0.0167072565494766,1.18113436961162
"237",4601,"Bergen",149,124.416949297612,1.19758602699367,"Bergen",4.5,237,237,1.1982351313474,1.01338675859117,1.39681261558029
"238",4602,"Kinn",13,7.83420212737027,1.65939042529705,"Kinn",2.9,238,238,1.54791902074926,0.823838821480561,2.49608797245608
"239",4611,"Etne",0,2.01885748065465,0,"Etne",2.4,239,239,0.188281716159366,0.0134548937498163,0.735970112988323
"240",4612,"Sveio",0,2.47411627343487,0,"Sveio",3.175,240,240,0.236812156918508,0.0205882078937289,0.851685960721316
"241",4613,"BÃ¸mlo",0,5.27707639313007,0,"Bømlo",3.325,241,241,0.171659316219409,0.019524330069098,0.552919180974058
"242",4614,"Stord",0,8.30714886552839,0,"Stord",3.775,242,242,0.148044571973536,0.0204885438361741,0.440563563565142
"243",4615,"Fitjar",0,1.38541297804177,0,"Fitjar",3.1,243,243,0.302463656422894,0.0221365318603618,1.17137138789629
"244",4616,"Tysnes",0,1.48383955042361,0,"Tysnes",2.8,244,244,0.25613306744771,0.0180831386751342,1.00604058906621
"245",4617,"Kvinnherad",0,6.4915447833523,0,"Kvinnherad",2.7,245,245,0.12493627761421,0.0134820791495593,0.410699375124919
"246",4618,"Ullensvang",11,5.76460797783363,1.90819567302716,"Ullensvang",2.65,246,246,1.72332738005504,0.854935193153305,2.89662055248712
"247",4619,"Eidfjord",0,0.449424090433526,0,"Eidfjord",1.8,247,247,0.197563585005683,0.00938965554724531,0.939771893308018
"248",4620,"Ulvik",0,0.583477542541695,0,"Ulvik",1.875,248,248,0.198392182833527,0.00983952354063643,0.922487401267387
"249",4621,"Voss",9,7.75251697415008,1.16091329177473,"Voss",2.45,249,249,1.05619920921516,0.486801261227164,1.85072185252853
"250",4622,"Kvam",4,4.27234454034925,0.936254078345707,"Kvam",2.3,250,250,0.78006004486502,0.230445622779022,1.71417247125514
"251",4623,"Samnanger",0,1.185350084546,0,"Samnanger",2.275,251,251,0.210680876673558,0.0127424501331985,0.888803694545892
"252",4624,"BjÃ¸rnafjorden",11,10.8271107236508,1.01596818216439,"Bjørnafjorden",3.1,252,252,0.975178346335648,0.494783271892576,1.61781435256097
"253",4625,"Austevoll",0,2.34266954643812,0,"Austevoll",3.325,253,253,0.260941212741034,0.023264006694384,0.929764091990017
"254",4626,"Ã˜ygarden",21,15.8165483758297,1.32772331238157,"Øygarden",3.75,254,254,1.30853195505644,0.813818589183103,1.91400259336607
"255",4627,"AskÃ¸y",12,12.2578261603144,0.978966404243104,"Askøy",4.175,255,255,0.986509340049095,0.523674098028595,1.59312142097295
"256",4628,"Vaksdal",0,2.04963760251179,0,"Vaksdal",2.225,256,256,0.17330457462789,0.0120025348941433,0.685493006026989
"257",4629,"Modalen",0,0.179854225422278,0,"Modalen",1.85,257,257,0.221364461688816,0.00966845798740957,1.1022652971189
"258",4630,"OsterÃ¸y",0,3.76748984012945,0,"Osterøy",2.55,258,258,0.154852459023149,0.0135715384009983,0.552660193983362
"259",4631,"Alver",0,12.8979475704681,0,"Alver",2.925,259,259,0.0888561370532148,0.0119390742195825,0.267183022415795
"260",4632,"Austrheim",0,1.4149039023886,0,"Austrheim",3.075,260,260,0.282118965154565,0.0199763315098655,1.10589032972386
"261",4633,"Fedje",0,0.309702578931909,0,"Fedje",2.9,261,261,0.40378683445804,0.0205644833402067,1.87254733341531
"262",4634,"Masfjorden",0,0.899174592546112,0,"Masfjorden",2.15,262,262,0.209682152678392,0.0115333112194447,0.924357700157535
"263",4635,"Gulen",0,1.1494946600256,0,"Gulen",2.4,263,263,0.223251817181741,0.0134821660806241,0.94078630286402
"264",4636,"Solund",0,0.413755158563333,0,"Solund",2.6,264,264,0.312032352640464,0.0158397106864972,1.44267845842861
"265",4637,"Hyllestad",0,0.721977220700018,0,"Hyllestad",2.125,265,265,0.21759345855096,0.0114089192787689,0.982075392624878
"266",4638,"HÃ¸yanger",0,2.1247153416308,0,"Høyanger",2.15,266,266,0.16472984780562,0.0112987689542741,0.653757767682823
"267",4639,"Vik",0,1.40815297123481,0,"Vik",1.925,267,267,0.168705699562979,0.00998664990885506,0.716180001834497
"268",4640,"Sogndal",0,5.36750608120489,0,"Sogndal",2.125,268,268,0.11262257079717,0.0101856993917952,0.39647700018333
"269",4641,"Aurland",0,0.860027905688009,0,"Aurland",1.775,269,269,0.175236761897291,0.00913727303209833,0.792120750175006
"270",4642,"LÃ¦rdal",0,1.04873565845125,0,"Lærdal",1.8,270,270,0.170010591802386,0.00923969368920174,0.752520555134862
"271",4643,"Ã…rdal",0,2.69940653888431,0,"Årdal",2.1,271,271,0.148454232989064,0.010825591400901,0.573056158186261
"272",4644,"Luster",0,2.57301115453332,0,"Luster",1.75,272,272,0.12989494126903,0.00873224252864046,0.518434094496901
"273",4645,"Askvoll",0,1.652016621153,0,"Askvoll",2.375,273,273,0.198174470272498,0.0131628027496553,0.798973735953154
"274",4646,"Fjaler",0,1.40866774576759,0,"Fjaler",2.375,274,274,0.208181352618577,0.0132810292907417,0.856126548482389
"275",4647,"Sunnfjord",7,9.66414092431123,0.724327185915792,"Sunnfjord",2.55,275,275,0.677287325676996,0.283708152261821,1.25029975313878
"276",4648,"Bremanger",0,1.9863380571787,0,"Bremanger",2.3,276,276,0.180971494929857,0.0124919466584891,0.715944377482857
"277",4649,"Stad",0,4.63338902950869,0,"Stad",2.175,277,277,0.122773989626053,0.0107217387297083,0.438483491653473
"278",4650,"Gloppen",0,2.90240538829758,0,"Gloppen",1.875,278,278,0.131779265499221,0.00938169862433817,0.512714116368531
"279",4651,"Stryn",0,3.39485974400006,0,"Stryn",1.8,279,279,0.120454470487022,0.00886956619241513,0.461445525469026
"280",5001,"Trondheim",95,86.5642321192196,1.09745096414836,"Trondheim",4.825,280,280,1.10111845607688,0.891109826377745,1.33092998837574
"281",5006,"Steinkjer",17,11.9997910568555,1.41669133399517,"Steinkjer",2.675,281,281,1.35036247884651,0.786830373116616,2.05985767245592
"282",5007,"Namsos",10,7.24689818969479,1.37990071589803,"Namsos",2.375,282,282,1.25791638240152,0.604984976372757,2.15217885311908
"283",5014,"FrÃ¸ya",0,2.31071608273766,0,"Frøya",2.05,283,283,0.158576092546978,0.011073052026523,0.622892406833172
"284",5020,"Osen",0,0.536475744140534,0,"Osen",1.825,284,284,0.216354984560231,0.0105974985042515,1.00609279648797
"285",5021,"Oppdal",0,3.40245557203846,0,"Oppdal",1.975,285,285,0.130313498815279,0.0100487212318952,0.490705224905659
"286",5022,"Rennebu",0,1.29605545441349,0,"Rennebu",1.725,286,286,0.158467035616412,0.0090137778997527,0.68475070753928
"287",5025,"RÃ¸ros",0,2.84261907156177,0,"Røros",2.375,287,287,0.165869309872363,0.0131573568411447,0.618362228514896
"288",5026,"HoltÃ¥len",0,1.08090709892919,0,"Holtålen",1.7,288,288,0.164388229325133,0.00900145334271604,0.725004190934369
"289",5027,"Midtre Gauldal",0,3.02913257811593,0,"Midtre Gauldal",1.825,289,289,0.1292030999407,0.00939871032396766,0.498703523722732
"290",5028,"Melhus",0,7.59630919493004,0,"Melhus",2.35,290,290,0.104344125291719,0.0111467128318368,0.34376651664011
"291",5029,"Skaun",0,3.53389546693167,0,"Skaun",2.3,291,291,0.147562878775591,0.0123055613562155,0.538386846577615
"292",5031,"Malvik",0,5.91145234876701,0,"Malvik",2.65,292,292,0.13191560846373,0.0138348843490817,0.43813284201199
"293",5032,"Selbu",0,2.08286269433803,0,"Selbu",1.875,293,293,0.151497209033533,0.0100452105474906,0.609665949875147
"294",5033,"Tydal",0,0.457794789004156,0,"Tydal",1.625,294,294,0.183822117952597,0.00872600253125136,0.873559412995421
"295",5034,"MerÃ¥ker",0,1.22019220348197,0,"Meråker",1.975,295,295,0.187867421887684,0.0110979321131382,0.798865586869977
"296",5035,"StjÃ¸rdal",13,10.9804821302012,1.18391887039679,"Stjørdal",2.975,296,296,1.13253841836013,0.60814414383734,1.81649819314359
"297",5036,"Frosta",0,1.30223421103555,0,"Frosta",2,297,297,0.189406506533045,0.0112525065735666,0.800319016649296
"298",5037,"Levanger",11,9.28061958458433,1.18526569263454,"Levanger",3,298,298,1.12690674697122,0.569882734175973,1.87315611421822
"299",5038,"Verdal",9,6.91826625339174,1.30090396500535,"Verdal",2.675,299,299,1.19569679264878,0.553346523469248,2.09033199925915
"300",5041,"SnÃ¥sa",0,1.1029627348549,0,"Snåase Snåsa",1.775,300,300,0.180912940932959,0.0100931488807731,0.78564101574271
"301",5042,"Lierne",0,0.703058244141345,0,"Lierne",1.5,301,301,0.172054775322926,0.0085018313544392,0.793110658022006
"302",5043,"RÃ¸yrvik",0,0.258724668727429,0,"Raarvihke Røyrvik",1.575,302,302,0.204184762704834,0.00907675255192306,0.999729875016575
"303",5044,"Namsskogan",0,0.48374399350914,0,"Namsskogan",1.625,303,303,0.195790072967088,0.00931605589640226,0.923731812308247
"304",5045,"Grong",0,1.24887764707138,0,"Grong",1.775,304,304,0.176542504049101,0.0101167918451304,0.756469856730825
"305",5046,"HÃ¸ylandet",0,0.662394825540702,0,"Høylandet",1.75,305,305,0.199542237536571,0.0100643136752995,0.912040173671989
"306",5047,"Overhalla",0,1.79694070748224,0,"Overhalla",1.975,306,306,0.175017268007024,0.0113487500088642,0.707949513123329
"307",5049,"Flatanger",0,0.577200757948901,0,"Flatanger",1.8,307,307,0.210919061746166,0.0103940187597915,0.977156631887606
"308",5052,"Leka",0,0.315694392544837,0,"Leka",1.8,308,308,0.228794835388994,0.0104812491313861,1.10413930341501
"309",5053,"InderÃ¸y",0,3.22492518181972,0,"Inderøy",2.125,309,309,0.150001808726428,0.0118608321506537,0.557148519842415
"310",5054,"Indre Fosen",0,5.00068754399245,0,"Indre Fosen",2.05,310,310,0.121344789857238,0.0108244251238181,0.42791516791475
"311",5055,"Heim",5,3.07362631360465,1.62674297063008,"Heim",2.375,311,311,1.30660807468664,0.428145215764626,2.73368410339415
"312",5056,"Hitra",2,2.42711482892826,0.824023641635092,"Hitra",2.025,312,312,0.588148499596747,0.100612883404678,1.64440669865451
"313",5057,"Ã˜rland",9,5.06312901797386,1.77755691550629,"Ørland",2.125,313,313,1.55130558858233,0.703007001648729,2.74421856731929
"314",5058,"Ã…fjord",3,2.26529603104397,1.32433022390342,"Åfjord",1.825,314,314,0.91683646482762,0.20260651032865,2.3002998394085
"315",5059,"Orkland",11,8.73637181842984,1.259103919638,"Orkland",2.675,315,315,1.17219782481385,0.588590304549975,1.95660782400304
"316",5060,"NÃ¦rÃ¸ysund",0,4.55210981254194,0,"Nærøysund",2.25,316,316,0.136313847874828,0.0122743581390779,0.479270961733551
"317",5061,"Rindal",0,1.05038925632709,0,"Rindal",1.8,317,317,0.172873943257639,0.00951777577935989,0.761229273993112
"318",5401,"TromsÃ¸",35,31.703020803337,1.10399574277527,"Tromsø",3.475,318,318,1.09747930661641,0.765588547789137,1.48419411452835
"319",5402,"Harstad",13,11.5498821000972,1.12555261493886,"Harstad Hárstták",2.725,319,319,1.07913501470968,0.579300332077671,1.73092340045825
"320",5403,"Alta",12,8.63913695732065,1.38902763774701,"Alta",2.075,320,320,1.27473513002798,0.657083857150305,2.09508479045331
"321",5404,"VardÃ¸",0,0.945673067388005,0,"Vardø",2.05,321,321,0.229300853823616,0.0124856982970979,1.00330890201624
"322",5405,"VadsÃ¸",0,2.71133170979773,0,"Vadsø",1.975,322,322,0.15891050292696,0.0114398354095354,0.611198204453855
"323",5406,"Hammerfest",10,5.07310146626205,1.97118075924631,"Hammerfest",1.925,323,323,1.72066082480589,0.813382353979826,2.97220759787205
"324",5411,"KvÃ¦fjord",0,1.38359534102651,0,"Kvæfjord",1.775,324,324,0.187029124633694,0.0106057744683795,0.797520783877562
"325",5412,"Tjeldsund",0,2.26616049541843,0,"Tjeldsund",1.65,325,325,0.151184264185648,0.00964335349263792,0.609752690623284
"326",5413,"Ibestad",0,0.809920099983595,0,"Ibestad",1.525,326,326,0.160892455599313,0.0080732829206647,0.736770640570241
"327",5414,"Gratangen",0,0.607149543886074,0,"Gratangen",1.425,327,327,0.185175631421471,0.00852901994663986,0.874346538225607
"328",5415,"Lavangen",0,0.565481308288788,0,"Loabák Lavangen",1.4,328,328,0.184103784331642,0.0083900745227748,0.87444489303726
"329",5416,"Bardu",0,1.89002412677248,0,"Bardu",1.975,329,329,0.184854968013348,0.0118739610494891,0.745465274186765
"330",5417,"Salangen",0,1.08362747336935,0,"Salangen",1.625,330,330,0.18344220088778,0.00964964314310913,0.81061543862111
"331",5418,"MÃ¥lselv",5,3.20466759684499,1.56022421948614,"Målselv",1.75,331,331,1.2182506666031,0.393665483834914,2.56459257598855
"332",5419,"SÃ¸rreisa",0,1.64840313720402,0,"Sørreisa",1.75,332,332,0.174510967298153,0.0103771806236806,0.727152717635377
"333",5420,"DyrÃ¸y",0,0.579849502371202,0,"Dyrøy",1.475,333,333,0.191526504978973,0.00879289833995966,0.907277351480468
"334",5421,"Senja",12,7.12286358117696,1.68471568537568,"Senja",2.1,334,334,1.5325847915872,0.786995287006656,2.52448089727857
"335",5422,"Balsfjord",0,2.88518897256559,0,"Balsfjord",1.475,335,335,0.127599500773165,0.00850781505739461,0.504295360173871
"336",5423,"KarlsÃ¸y",0,1.20286475702794,0,"Karlsøy",1.5,336,336,0.166811249487937,0.00878188430505212,0.737053689604167
"337",5424,"Lyngen",0,1.52556110392374,0,"Lyngen",1.425,337,337,0.151042539308679,0.00837189247155997,0.649636056497792
"338",5425,"Storfjord",0,0.858054619967794,0,"Storfjord Omasvuotna Omasvuono",1.4,338,338,0.169464082231995,0.00832083991473757,0.774606607533355
"339",5426,"KÃ¥fjord",0,1.13156903529498,0,"Gáivuotna Kåfjord Kaivuono",1.35,339,339,0.154789822016209,0.00798182918420275,0.690735053358482
"340",5427,"SkjervÃ¸y",0,1.46661318349332,0,"Skjervøy",1.975,340,340,0.196493573515106,0.011777338692439,0.820706568131981
"341",5428,"Nordreisa",0,2.29217902123791,0,"Nordreisa Ráisa Raisi",1.5,341,341,0.137387370481644,0.0086449783313878,0.558451080643328
"342",5429,"KvÃ¦nangen",0,0.669384550782267,0,"Kvænangen",1.325,342,342,0.16776265822123,0.00785915479787366,0.787246202099985
"343",5430,"Kautokeino",0,1.25003351161705,0,"Guovdageaidnu Kautokeino",1.6,343,343,0.171200282283056,0.00935678974098714,0.74432212449303
"344",5432,"Loppa",0,0.519817240204829,0,"Loppa",1.475,344,344,0.190299685813497,0.00870470232147983,0.905298291353823
"345",5433,"Hasvik",0,0.483729423209811,0,"Hasvik",1.5,345,345,0.195411642896712,0.00886613153371347,0.934581312342936
"346",5434,"MÃ¥sÃ¸y",0,0.664439794741942,0,"Måsøy",1.65,346,346,0.201523151603222,0.00973695063077051,0.933126684956014
"347",5435,"Nordkapp",0,1.47478517579351,0,"Nordkapp",1.8,347,347,0.180653479846877,0.0105783579175073,0.761167658707601
"348",5436,"Porsanger",0,1.84865240479834,0,"Porsanger Porsá?gu Porsanki",1.55,348,348,0.150332581428621,0.00899019088153844,0.625712787272142
"349",5437,"Karasjok",0,1.19219295932235,0,"Kárášjohka Karasjok",1.75,349,349,0.186676482842736,0.0103185325494431,0.8083451212218
"350",5438,"Lebesby",0,0.640089921933485,0,"Lebesby",1.625,350,350,0.199105565852288,0.00956462405756641,0.924529841978923
"351",5439,"Gamvik",0,0.534499090251256,0,"Gamvik",1.625,351,351,0.205191494078186,0.00955571316493723,0.969529788504028
"352",5440,"BerlevÃ¥g",0,0.489913945688979,0,"Berlevåg",1.725,352,352,0.219549324982728,0.0102182576322058,1.03887238408337
"353",5441,"Tana",0,1.39548961565834,0,"Deatnu Tana",1.6,353,353,0.165995350630343,0.00931763849841295,0.712075376550156
"354",5442,"Nesseby",0,0.501675202331705,0,"Unjárga Nesseby",1.575,354,354,0.202675236369658,0.0092872251334788,0.964091477416438
"355",5443,"BÃ¥tsfjord",0,0.951638363385694,0,"Båtsfjord",1.9,355,355,0.212053422065418,0.0113592853143646,0.933604024393457
"356",5444,"SÃ¸r-Varanger",8,4.55646095004091,1.75574861448734,"Sør-Varanger",2.425,356,356,1.54713191713348,0.667747160200603,2.81037065143434
